"","X.x","album_ids","track","track_id","runtime","year","title","category","album","artist","large_image","med_image","small_image","X.y","lyrics"
"90",90,"4Blt0T4LKGdWreILkYZre3","Holland Road","4Bjugv3EniVJFRc52mA5bX",250840,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",90,"So I was lost, go count the cost
Before you go to the holland road
With your heart like a stone you spared no time in lashing out
And I knew your pain and the effect of my shame
But you cut me down, you cut me down

And I will not tell the thoughts of hell
That carried me home from the Holland road
With my heart like a stone and I put up no fight
...

******* This Lyrics is NOT for Commercial use *******"
"91",91,"4Blt0T4LKGdWreILkYZre3","Ghosts That We Knew","4ClTOGZc8kcb8l58Vx5z5A",339720,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",91,"You saw my pain, washed out in the rain
And broken glass, saw the blood run from my veins
But you saw no fault, no cracks in my heart
And you knelt beside my hope torn apart

But the ghosts that we knew will flicker from view
And we'll live a long life

So give me hope in the darkness that I will see the light
'Cause oh, they gave me such a fright
But I will hold as long as you like
Just promise me we'll be alright

...

******* This Lyrics is NOT for Commercial use *******"
"92",92,"4Blt0T4LKGdWreILkYZre3","Lover of the Light","48dghEx4vhyQQfFLwxPfHD",314893,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",92,"And in the middle of the night
I may watch you go
There'll be no value in the strength
Of walls that I have grown
There'll be no comfort in the shade
Of the shadows thrown
But I'd be yours, if you'd be mine

Stretch out my life
And pick the seams out
Take what you like
But close my ears and eyes
Watch me stumble over and over

I had done wrong
You build your tower
But call me home
And I will build a throne
And wash my eyes out, never, again

But love the one you hold
...

******* This Lyrics is NOT for Commercial use *******"
"93",93,"4Blt0T4LKGdWreILkYZre3","Lovers' Eyes","7rMDB1bKHO0Sh8oTWWvdsJ",321120,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",93,"Love was kind, for a time
Now just aches and it makes me blind
This mirror holds my eyes too bright
I can't see the others in my life

Were we too young? Our heads too strong
To bear the weight of these lover's eyes
'Cause I feel numb, beneath your tongue
'Neath the curse of these lover's eyes

But do not ask the price I pay
I must live with my quiet rage
Tame the ghosts in my head
That run wild and wish me dead
Should you shake my ash to the wind
Lord, forget all of my sins
...

******* This Lyrics is NOT for Commercial use *******"
"94",94,"4Blt0T4LKGdWreILkYZre3","Reminder","4VrAGmxlj3ofLclSo5x7SF",124520,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",94,"Don't let me darken your door
That's not what I came here for
No it's not what I came here for

And I won't hear you cry when I'm gone
I won't know if I'm doing you wrong
I never know if I'm doing you wrong

A constant reminder of where I can find her
...

******* This Lyrics is NOT for Commercial use *******"
"95",95,"4Blt0T4LKGdWreILkYZre3","Hopeless Wanderer","7rME25EmgXGVPQqKtU4CIK",307853,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",95,"You heard my voice
I came out of the woods by choice
Shelter also gave their shade
But in the dark I have no name

So leave that click in my head
And I will remember the words that you said
Left a clouded mind and a heavy heart
But I was sure we could see a new start

So when your hope's on fire
But you know your desire
Don't hold a glass over the flame
Don't let your heart grow cold
I will call you by name
...

******* This Lyrics is NOT for Commercial use *******"
"96",96,"4Blt0T4LKGdWreILkYZre3","Broken Crown","3xyfjVAwx5OAdhs40MtRxE",256226,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",96,"Well, touch my mouth and hold my tongue
I'll never be your chosen one
I'll be home, safe and tucked away
Well you can't tempt me if I don't see the day

The pull on my flesh was just too strong
Stifled the choice and the air in my lungs
Better not to breathe than to breathe a lie
'Cause when I open my body I breathe in a lie

And I will not speak of your sins
...

******* This Lyrics is NOT for Commercial use *******"
"97",97,"4Blt0T4LKGdWreILkYZre3","Below My Feet","0cBDCol7TFmvpT4A4YpxV3",290813,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",97,"You were cold as the blood through your bones
And the light which led us from our chosen homes
Well I was lost

And now I sleep
Sleep the hours and that I don't weep
When all I knew was steeped in blackened holes
I was lost

Keep the earth below my feet
For all my sweat, my blood runs weak
Let me learn from where I have been
...

******* This Lyrics is NOT for Commercial use *******"
"98",98,"4Blt0T4LKGdWreILkYZre3","Not with Haste","0cduKQMGWmt9nIPJa0QtQ9",249080,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",98,"Your eyes they tie me down so hard
I'll never learn to put up a guard
So keep my love, my candle bright
Learn me hard, oh learn me right

This ain't no sham
I am what I am

Though I may speak some tongue of old
Or even spit out some holy word
I have no strength from which to speak
When you sit me down, and see I'm weak

We will run and scream
...

******* This Lyrics is NOT for Commercial use *******"
"99",99,"4Blt0T4LKGdWreILkYZre3","For Those Below","6RF26DwHBGUCrDps8qI4OH",215812,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",99,"Helpless she lies across the stairs
Haunting your days, consuming your breath
There will be healing but don't force this girl to stand
As she's counting the ceilings with pale voice and trembling hands

You told me life was long
But now that it's gone
You find yourself on top as the leader of the flock
...

******* This Lyrics is NOT for Commercial use *******"
"100",100,"4Blt0T4LKGdWreILkYZre3","The Boxer","04Dqz6T7vL4APHblHSdR4q",245400,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",100,"I'm just a poor boy
Though my story's seldom told
I have squandered my resistance
For a pocketful of mumbles
Such are promises
All lies and jests
Still a man hears what he wants to hear
And disregards the rest

When I left my home and my family
I was no more than a boy
In the company of strangers
In the quiet of the railway stations
Runnin' scared
Laying low, seeking out the poorer quarters
Where the ragged people go
Looking for the places only they would know

Well lie-la-lie
Lie-la-lie, lie-lie-la-lie
Lie-la-lie
Lie-la-lie, lie-lie-la-lie
La-la-la-la-lie
...

******* This Lyrics is NOT for Commercial use *******"
"101",101,"4Blt0T4LKGdWreILkYZre3","Where Are You Now","1fbiarYX9ZHCDLp4mj8XHA",217675,2012,"55th Annual GRAMMY Awards  (2012)","Album Of The Year","Babel","Mumford & Sons","https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00001e02e5d3f32e37004060183a5fc5","https://i.scdn.co/image/ab67616d00004851e5d3f32e37004060183a5fc5",101,"It came to the end it seems you had heard
As we walked the city streets
See, you never said a word

When we finally sat down
Your eyes were full of spite
I was desperate, I was weak
I could not put up a fight

Where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?

You were strangely less than pain
Than you were cold
Triumphant in your mind
Of the logic that you hold

...

******* This Lyrics is NOT for Commercial use *******"
"102",102,"1azUkThwd2HfUDdeNeT147","Rolling in the Deep","1CkvWZme3pRgbzaxZnTl5X",228293,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",102,"There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your ship bare

See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch and it's bring me out the dark

The scars of your love remind me of us
They keep me thinking that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling

We could have had it all
(You're gonna wish you never had met me)
Rolling in the deep
(Tears are gonna fall, rolling in the deep)
You had my heart inside of your hands
(You're gonna wish you never had met me)
And you played it to the beat
(Tears are gonna fall, rolling in the deep)

Baby, I have no story to be told
But I've heard one on you and I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there as mine sure won't be shared
...

******* This Lyrics is NOT for Commercial use *******"
"103",103,"1azUkThwd2HfUDdeNeT147","Rumour Has It","76N7FdzCI9OsiUnzJVLY2m",221426,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",103,"Ooh, ooh, ooh, ooh

She, she ain't real
She ain't gon be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?

Bless your soul, you've got your head in the clouds
She made a fool out of you
And boy, she's bringing you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

Rumour has it (rumours)
But rumour has it (rumours)
But rumour has it (rumours)
But rumour has it (rumours)
But rumour has it (rumours)
But rumour has it (rumours)
But rumour has it (rumours)
But rumour has it (rumours)

...

******* This Lyrics is NOT for Commercial use *******"
"104",104,"1azUkThwd2HfUDdeNeT147","Turning Tables","5O6yk6U8L3rTbFsIwuqe8H",250133,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",104,"Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

I can't keep up with your turning tables
Under your thumb I can't breathe

So, I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you what you think you gave me
It's time to say goodbye to turning tables
To turning tables

...

******* This Lyrics is NOT for Commercial use *******"
"105",105,"1azUkThwd2HfUDdeNeT147","Don't You Remember","24cKN8P2uGWypxTw5WaNlq",243200,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",105,"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any seams
I had no idea of the state we were in

I know I have a fickle heart and bitterness
And a wandering eye and a heaviness in my head

But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
...

******* This Lyrics is NOT for Commercial use *******"
"106",106,"1azUkThwd2HfUDdeNeT147","Set Fire to the Rain","3CKCZ9pfwAfoMZlMncA1Nc",241693,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",106,"I let it fall, my heart
And as it fell, you rose to claim it
It was dark and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet

But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screaming out your name
Your name

...

******* This Lyrics is NOT for Commercial use *******"
"107",107,"1azUkThwd2HfUDdeNeT147","He Won't Go","4ThTvhGNae80mrLsMzs4Hb",277946,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",107,"Some say, I'll be better without you
But they don't know you like I do
Or at least the sides I thought I knew

I can't bear this time
It drags on as I lose my mind
Reminded by things I find
Like notes and clothes you've left behind

Wake me up, wake me up when all is done
I won't rise until this battle's won
My dignity's become undone

But I won't go
I can't do it on my own
If this ain't love then what is?
I'm willing to take the risk

I won't go
I can't do it on my own
If this ain't love then what is?
I'm willing to take the risk

So petrified
I'm so scared to step into this ride
What if I lose my heart and fail the climb?
I won't forgive me if I give up trying

I heard his voice today
...

******* This Lyrics is NOT for Commercial use *******"
"108",108,"1azUkThwd2HfUDdeNeT147","Take It All","6jL1DEdjmOa27inIgU088B",228213,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",108,"Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well having me 'round
Still how can you walk away from all my tears?
It's gonna be an empty road without me right here

But go on and take it, take it all with you
Don't look back at this crumbling fool
Just take it all with my love
Take it all with my love

...

******* This Lyrics is NOT for Commercial use *******"
"109",109,"1azUkThwd2HfUDdeNeT147","I'll Be Waiting","3QEYmDt1FwOkFBFD74cEzZ",241653,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",109,"Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters
But you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

But we had time against us
And miles between us
The heavens cried
I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different
I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
...

******* This Lyrics is NOT for Commercial use *******"
"110",110,"1azUkThwd2HfUDdeNeT147","One And Only","4I3KMa9p00MJwWbT0vi5iX",346813,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",110,"You've been on my mind
I grow fonder everyday, lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long to let my doubts go
You're the only one that I want
I don't know why I'm scared, I've been here before
Every feeling, every word, I've imagined it all
You'll never know if you never try to forgive your past and simply be mine

I dare you to let me be your, your one and only
Promise I'm worth it
To hold in your arms
So come on and give me the chance
To prove that I'm the one who can
Walk that mile
Until the end starts

...

******* This Lyrics is NOT for Commercial use *******"
"111",111,"1azUkThwd2HfUDdeNeT147","Lovesong","2rnvHrNnkWMcAkl4S1WlRg",316440,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",111,"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again

However far away
I will always love you
However long I stay
I will always love you
...

******* This Lyrics is NOT for Commercial use *******"
"112",112,"1azUkThwd2HfUDdeNeT147","Someone Like You","4kflIGfjdZJW4ot2ioixTB",285040,2011,"54th Annual GRAMMY Awards  (2011)","Album Of The Year","21","Adele","https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d00001e026d4056466fc11f6408be2566","https://i.scdn.co/image/ab67616d000048516d4056466fc11f6408be2566",112,"I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I'll remember, you said
Sometimes it lasts in love, but sometimes it hurts instead
...

******* This Lyrics is NOT for Commercial use *******"
"113",113,"3DrgM5X3yX1JP1liNLAOHI","The Suburbs","2UWdUez9MB9yzL7Y81Mcip",315200,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",113,"In the suburbs I, I learned to drive
And you told me we'd never survive
Grab your mother's keys, we're leaving

You always seemed so sure
That one day we'd be fighting
In a suburban war
Your part of town against mine
I saw you standing on the opposite shore
But by the time the first bombs fell
We were already bored
We were already, already bored

Sometimes I can't believe it
I'm moving past the feeling
Sometimes I can't believe it
I'm moving past the feeling again

The kids want to be so hard
But in my dreams we're still screaming
And running through the yard
...

******* This Lyrics is NOT for Commercial use *******"
"114",114,"3DrgM5X3yX1JP1liNLAOHI","Ready to Start","01wsKcJ8ptqUmatpJlEGYj",255893,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",114,"Businessmen drink my blood
Like the kids in art school said they would
And I guess I'll just begin again
You say can we still be friends
If I was scared, I would
And if I was bored, you know I would
And if I was yours, but I'm not
All the kids have always known
That the emperor wears new clothes
But to bow to down to them anyway
Is better than to be alone
If I was scared, I would
And if I was bored, you know I would
And if I was yours, but I'm not
...

******* This Lyrics is NOT for Commercial use *******"
"115",115,"3DrgM5X3yX1JP1liNLAOHI","Modern Man","2EIEJ1zpvjpHuL6eWKGDZ8",279760,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",115,"So I wait my turn, I'm a modern man
And the people behind me, they can't understand
Makes me feel like
Makes me feel like

So I wait in line, I'm a modern man
And the people behind me, they can't understand
Makes me feel like
Something don't feel right

Like a record that's skipping
I'm a modern man
And the clock keeps ticking
I'm a modern man
Makes me feel like
Makes me feel like

In my dream I was almost there
Then you pulled me aside and said you're going nowhere
They say we are the chosen few
...

******* This Lyrics is NOT for Commercial use *******"
"116",116,"3DrgM5X3yX1JP1liNLAOHI","Rococo","13uyMAetJNWMWJamO4aynQ",236773,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",116,"Let's go downtown and watch the modern kids
Let's go downtown and talk to the modern kids
They will eat right out of your hand
Using great big words that they don't understand
They singing

Rococo, rococo, rococo, rococo
Rococo, rococo, rococo, rococo

They build it up just to burn it back down
They build it up just to burn it back down
The wind is blowing all the ashes around
Oh my dear god what is that horrible song they're singing
...

******* This Lyrics is NOT for Commercial use *******"
"117",117,"3DrgM5X3yX1JP1liNLAOHI","Empty Room","634HZykqTbJhmdoq6v2w7i",171533,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",117,"Said your name in an empty room
Said your name in an empty room
Something I would never do

Said your name in an empty room
Said your name in an empty room
Something I would never do

I'm alone again

When I'm by myself
...

******* This Lyrics is NOT for Commercial use *******"
"118",118,"3DrgM5X3yX1JP1liNLAOHI","City with No Children","323BsMMgAWt1XaPeU0bAeS",191600,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",118,"The summer that I broke my arm
I waited for your letter
I have no feeling for you now
Now that I know you better

I wish that I could have loved you then
Before our age was through
And before a world war does with us whatever it will do

Dreamed I drove home to Houston
On a highway that was underground
...

******* This Lyrics is NOT for Commercial use *******"
"119",119,"3DrgM5X3yX1JP1liNLAOHI","Half Light I","5vnK7vy2ChCUKjKVTbTJTy",253666,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",119,"You told us that
We were too young
Now that night's closing in
And in the half light
We run
Lock us up safe
And hide the key
But the night tears us loose
And in the half light
We're free

Strange how the half light
...

******* This Lyrics is NOT for Commercial use *******"
"120",120,"3DrgM5X3yX1JP1liNLAOHI","Half Light II (No Celebration)","3kw3rqgqtF4F7xVmHqTsGj",267133,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",120,"Now that San Francisco's gone
I guess I'll just pack it in
Wanna wash away my sins
In the presence of my friends

You and I, we head back East
To find a town where we can live
Even in the half light
We can see that something's gotta give

When we watched the markets crash
The promises we made were torn
Then my parents sent for me
...

******* This Lyrics is NOT for Commercial use *******"
"121",121,"3DrgM5X3yX1JP1liNLAOHI","Suburban War","2rtDHB2fSisS34D0ArWg06",285133,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",121,"Let's go for a drive
And see the town tonight
There's nothing to do
But I don't mind when I'm with you
This town's so strange
They built it to change
And while we sleep
We know the streets get rearranged

With my old friends
It was so different then
Before your war
Against the suburbs began
Before it began

Now the music divides us into tribes
You grew your hair
So I grew mine
You said the past won't rest
...

******* This Lyrics is NOT for Commercial use *******"
"122",122,"3DrgM5X3yX1JP1liNLAOHI","Month of May","3SC5QsCtQ8xhuzbSxnsr3H",230720,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",122,"Gonna make a record in the month of May
In the month of May, in the month of May
Gonna make a record in the month of May
When the violent wind blows the wires away

Month of May, it's a violent thing
In the city, their hearts start to sing
Well, some people sing, it sounds like they're screaming
I used to doubt it but now I believe it

Month of May, everybody's in love
Then the city was hit from above
And just when I knew what I wanted to say
A violent wind blew the wires away

(We were shocked in the suburbs)

Now the kids are all standing with their arms folded tight
Kids are all standing with their arms folded tight
Well, some things are pure and some things are right
...

******* This Lyrics is NOT for Commercial use *******"
"123",123,"3DrgM5X3yX1JP1liNLAOHI","Wasted Hours","6336VDSySvOz7FD2EX7VcT",200720,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",123,"All those wasted hours we used to know
Spent the summer staring out the window
The wind it takes you where it wants to go

First they built the road, then they built the town
That's why we're still driving round and round
And all we see
Are kids in buses longing to be free

...

******* This Lyrics is NOT for Commercial use *******"
"124",124,"3DrgM5X3yX1JP1liNLAOHI","Deep Blue","4OtIszkveMtijHSIp3EP4d",268133,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",124,"Here
Are my place and time
And here in my own skin
I can finally begin
Let the century pass me by
Standing under night sky
Tomorrow means nothing

I was only a child then
Feeling barely alive when
I heard a song from the speaker of a passing car
And prayed to a dying star
The memory's fading
I can almost remember singing
La, la la, la la la la

...

******* This Lyrics is NOT for Commercial use *******"
