"","X.x","album_ids","track","track_id","runtime","year","title","category","album","artist","large_image","med_image","small_image","X.y","lyrics"
"306",304,"2vk0n8aeQSO74VtQBbNDPR","If That's What It Takes","0VZpmCCcRhT3DC7T03Z2zX",252493,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",304,"You're the bravest of hearts
You're the strongest of souls
You're my light in the dark
You're the place I call home

You can say it's all right
But I know that you're breaking up inside
I see it in your eyes
Even you face the night
Afraid and alone
That's why I'll be there

When the storm rises up
When the shadows descend
Every beat of my heart
Every day without end

Every second I live
That's the promise I make
Baby, that's what I'll give
If that's what it takes
If that's what it takes

You can sleep in my arms
You don't have to explain
...

******* This Lyrics is NOT for Commercial use *******"
"307",305,"2vk0n8aeQSO74VtQBbNDPR","I Don't Know","7IO7mCItjtSPtzlCjQoAkR",278906,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",305,"A mountain of stone, a door of steel
Can't stand in my way, I'd go on
Brutal machines, unbending laws
Can't slow me down, I'd go on

I've learned how to deal and when to fight
I know what's real, I know what's right
I'm not afraid, a wounded dove
I can be tender in a world so tough

I'm sure I could face the bitter cold
But life without you, I don't know
(I don't know)

The winds of the heart can blow me down
...

******* This Lyrics is NOT for Commercial use *******"
"308",306,"2vk0n8aeQSO74VtQBbNDPR","River Deep, Mountain High","1qNjY6nEGbZ9XJ6rpaG0Eq",250560,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",306,"When I was a little girl
I had a rag doll
Only doll I've ever owned
Now I love you just the way I loved that rag doll
But only now my love has grown

And it gets stronger, in every way
And it gets deeper, let me say
And it gets higher, day by day

And do I love you my oh my
Yeah river deep, mountain high, yeah, yeah, yeah
If I lost you would I cry
Oh how I love you baby, baby, baby, baby

...

******* This Lyrics is NOT for Commercial use *******"
"309",307,"2vk0n8aeQSO74VtQBbNDPR","Your Light","0YYlJbsHyQjsJo5SB3cCyl",312493,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",307,"Hey man, come over here
There's a secret that I wanna whisper in your ear
I've waited so long, too long
But I can't deny it anymore it's just too strong
It's a special kind of feelin'
Something to believe in, oh yeah

So lay back, and let it flow
Then just open up your heart and let your feelings go
I said: ""Hey man, yo man""
Well it's really not that difficult to understand
That it's me that you've been seein'
Baby when you're dreamin', at night

So let your walls come down and you'll feel my emotion
I will shelter you from a tear or an ocean

(Whenever your hope is gone)
(I'll give you strength to carry on)
(In the darkness of the night, I will be your light)
(I'll give you something to hold on to)
(When you can't find your way)
(Like a fire burning bright)
(I will be your light)

...

******* This Lyrics is NOT for Commercial use *******"
"310",308,"2vk0n8aeQSO74VtQBbNDPR","Call The Man","1yUIeh8Ej867Ypws1fgqTp",368266,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",308,"Close the door, shut the world away
All the fight's gone from this wounded heart
Across the floor, dreams and shadows play
Like wind blown refugees

Call the man who deals in love beyond repair
He can heal the world of hearts in need of care
Shine a light ahead when the next step is unclear
Call the man, he's needed here

I close my eyes, I remember when
Your sweet love filled this empty room
...

******* This Lyrics is NOT for Commercial use *******"
"311",309,"2vk0n8aeQSO74VtQBbNDPR","Fly","0LsWdE6bcHILiIRfCytDJC",178200,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",309,"Fly, fly, little wing
Fly beyond imagining
The softest cloud, the whitest dove
Upon the wind of heaven's love

Past the planets and the stars
Leave this lonely world of ours
Escape the sorrow and the pain
And fly again

Fly, fly, precious one
...

******* This Lyrics is NOT for Commercial use *******"
"312",310,"5Ap3F8CxjjsQKZGASDcHNA","All I Really Want - 2015 Remaster","6rRIRMEhVclbTleCJQsrPm",284093,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",310,"Do I stress you out
My sweater is on backwards and inside out
And you say how appropriate
I don't want to dissect everything today
I don't mean to pick you apart you see
But I can't help it
And there I go jumping before the gunshot has gone off
Slap me with a splintered ruler
And it would knock me to the floor if I wasn't there already
If only I could hunt the hunter

And all I really want is some patience
A way to calm the angry voice
And all I really want is deliverance

Do I wear you out
You must wonder why I'm relentless and all strung out
...

******* This Lyrics is NOT for Commercial use *******"
"313",311,"5Ap3F8CxjjsQKZGASDcHNA","You Oughta Know - 2015 Remaster","3jS7bB0oXVOwGFZn3aE5NV",249493,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",311,"I want you to know
That I'm happy for you
I wish nothing but
The best for you both

An older version of me
Is she perverted like me
Would she go down on you in a theatre?
Does she speak eloquently?
And would she have your baby?
I'm sure she'd make a really excellent mother

'Cause the love that you gave that we made
Wasn't able to make it enough for you to be open wide, no
And every time you speak her name
Does she know how you told me you'd hold me until you died
'Til you died
But you're still alive

And I'm here
To remind you
Of the mess you left when you went away
It's not fair
To deny me
Of the cross I bear that you gave to me
You, you, you
Oughta know
...

******* This Lyrics is NOT for Commercial use *******"
"314",312,"5Ap3F8CxjjsQKZGASDcHNA","Perfect - 2015 Remaster","71MfSDt9aSa43hcFQNYW8w",187506,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",312,"Sometimes is never quite enough
If you're flawless, then you'll win my love
Don't forget to win first place
Don't forget to keep that smile on your face

Be a good boy
Try a little harder
You've got to measure up
And make me prouder

How long before you screw it up
...

******* This Lyrics is NOT for Commercial use *******"
"315",313,"5Ap3F8CxjjsQKZGASDcHNA","Hand in My Pocket - 2015 Remaster","2lE7oRoKssULAtbWViL385",222013,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",313,"I'm broke but I'm happy, I'm poor but I'm kind
I'm short but I'm healthy, yeah
I'm high but I'm grounded, I'm sane but I'm overwhelmed
I'm lost but I'm hopeful, baby

And what it all comes down to
Is that everything's gonna be fine, fine, fine
'Cause I've got one hand in my pocket
And the other one is giving a high five

I feel drunk but I'm sober, I'm young and I'm underpaid
I'm tired but I'm working, yeah
I care but I'm restless, I'm here but I'm really gone
...

******* This Lyrics is NOT for Commercial use *******"
"316",314,"5Ap3F8CxjjsQKZGASDcHNA","Right Through You - 2015 Remaster","5YFIbauvzRGfW7xktVjR0I",176133,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",314,"Wait a minute man
You mispronounced my name
You didn't wait for all the information
Before you turned me away
Wait a minute sir
You kind of hurt my feelings
You see me as a sweet back-loaded puppet
And you've got a meal ticket taste

I see right through you
I know right through you
I feel right through you
I walk right through you

...

******* This Lyrics is NOT for Commercial use *******"
"317",315,"5Ap3F8CxjjsQKZGASDcHNA","Forgiven - 2015 Remaster","2n1qxz4A57hRSSaLIVcVlH",300426,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",315,"You know how us Catholic girls can be
We make up for so much time a little too late
I never forgot it, confusing as it was
No fun with no guilt feelings
The sinners, the saviors, the loverless priests
I'll see you next Sunday

We all had our reasons to be there
We all had a thing or two to learn
We all needed something to cling to
So we did

...

******* This Lyrics is NOT for Commercial use *******"
"318",316,"5Ap3F8CxjjsQKZGASDcHNA","You Learn - 2015 Remaster","4l7YIni9bAiGwWMqK5wvgV",239640,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",316,"N/A"
"319",317,"5Ap3F8CxjjsQKZGASDcHNA","Head over Feet - 2015 Remaster","735rjks7kQgWCjTQlIHMuH",267293,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",317,"I had no choice but to hear you
You stated your case time and again
I thought about it

You treat me like I'm a princess
I'm not used to liking that
You ask how my day was

You've already won me over in spite of me
Don't be alarmed if I fall head over feet
Don't be surprised if I love you for all that you are
I couldn't help it
It's all your fault

Your love is thick and it swallowed me whole
You're so much braver than I gave you credit for
...

******* This Lyrics is NOT for Commercial use *******"
"320",318,"5Ap3F8CxjjsQKZGASDcHNA","Mary Jane - 2015 Remaster","6AdHfdw2i0iVYPmrKO8j5N",280760,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",318,"What's the matter Mary Jane, had a hard day
As you place the don't disturb sign on the door
You lost your place in line again, what a pity
You never seem to want to dance anymore

It's a long way down
On this roller coaster
The last chance streetcar
Went off the track
And you're on it

I hear you're counting sheep again Mary Jane
What's the point of tryin' to dream anymore
I hear you're losing weight again Mary Jane
...

******* This Lyrics is NOT for Commercial use *******"
"321",319,"5Ap3F8CxjjsQKZGASDcHNA","Ironic - 2015 Remaster","1d6KS9GH06JAd19uiBy9IE",230000,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",319,"An old man turned ninety-eight
He won the lottery and died the next day
It's a black fly in your Chardonnay
It's a death row pardon two minutes too late
And isn't it ironic... don't you think

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
Who would've thought... it figures

Mr. Play It Safe was afraid to fly
He packed his suitcase and kissed his kids goodbye
He waited his whole damn life to take that flight
And as the plane crashed down he thought
...

******* This Lyrics is NOT for Commercial use *******"
"322",320,"5Ap3F8CxjjsQKZGASDcHNA","Not the Doctor - 2015 Remaster","3i4NqznVYpSzS05D74avnj",226266,1995,"38th Annual GRAMMY Awards  (1995)","Album Of The Year","Jagged Little Pill","Alanis Morissette","https://i.scdn.co/image/ab67616d0000b273d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00001e02d3f19b530a225f714dccc43e","https://i.scdn.co/image/ab67616d00004851d3f19b530a225f714dccc43e",320,"I don't wanna be the filler if the void is solely yours
I don't wanna be your glass
Of single malt whiskey hidden in the bottom drawer
I don't wanna be a bandage if the wound is not mine
Lend me some fresh air

I don't wanna be adored for what I merely represent to you
I don't wanna be your babysitter
You're a very big boy now
I don't wanna be your mother
I didn't carry you in my womb for nine months
Show me the back door

Visiting hours are nine to five
And if I show up at ten past six, well, I
Already know that you'd find some way to sneak me in and oh
Mind the empty bottle with the holes along the bottom
You see, it's too much to ask for
And I am not the doctor
(Oh, I am not the, oh)
...

******* This Lyrics is NOT for Commercial use *******"
